thumb,index,middle,ring,pinky,total_up,label
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,0,3,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,0,3,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,1,0,0,0,1,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,0,0,0,0,F
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,1,0,2,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,0,2,G
0,0,1,1,1,3,G
0,0,1,1,0,2,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,0,1,1,1,4,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,0,4,G
1,1,1,1,1,5,G
1,1,1,1,0,4,G
1,1,1,1,0,4,G
1,1,1,1,0,4,G
1,1,1,1,0,4,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,0,4,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
1,1,1,1,1,5,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,1,1,1,1,4,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,1,2,G
0,0,0,0,0,0,G
0,0,0,0,1,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,1,1,3,G
0,0,1,0,0,1,G
0,0,1,0,1,2,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,0,0,1,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
0,0,1,1,1,3,G
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,1,0,1,0,3,H
1,1,0,1,1,4,H
1,1,0,1,0,3,H
1,1,0,1,0,3,H
1,1,0,1,0,3,H
1,1,0,1,1,4,H
1,1,0,1,0,3,H
1,0,0,1,1,3,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
0,0,0,1,0,1,H
0,0,0,1,0,1,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
0,0,0,1,1,2,H
1,1,1,0,1,4,H
1,1,0,0,0,2,H
1,1,0,0,0,2,H
1,1,0,0,0,2,H
1,1,0,0,0,2,H
1,1,0,0,1,3,H
1,1,0,0,1,3,H
1,1,0,0,1,3,H
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,0,0,0,0,1,H
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,0,0,1,1,3,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
1,0,0,1,0,2,H
